id,title,en,da
c673,Numerical differential equations,"Researchers have developed various algorithms to solve different types of differential equations. These algorithms are implemented in a robust and efficient manner to solve problems with piecewise continuous initial functions, approximate nonoscillatory solutions, and construct Mann iterative sequences for approximation. The algorithms are designed to provide accurate and stable solutions for a wide range of mathematical equations, making them valuable tools for numerical simulations and scientific computations.","Forskere har udviklet forskellige algoritmer til at løse forskellige typer af differentialligninger. Disse algoritmer er implementeret på en robust og effektiv måde for at løse problemer med stykkevis kontinuerlige startfunktioner, approximere ikke-oscillerende løsninger og konstruere Mann iterative sekvenser til approximation. Algoritmerne er designet til at give nøjagtige og stabile løsninger for et bredt spektrum af matematiske ligninger, hvilket gør dem til værdifulde værktøjer til numeriske simulationer og videnskabelige beregninger."
c2794,Cryptographic algorithms,"Algorithms are playing a crucial role in the design and analysis of data encryption algorithms. Researchers are using algorithms to construct and analyze various properties of S-boxes, which are important components of encryption algorithms. These algorithms are helping to create substitution boxes with excellent cryptographic properties, low hardware cost, and high nonlinearity, ensuring the security of data.","Algoritmer spiller en afgørende rolle i designet og analysen af dataenkrypteringsalgoritmer. Forskere bruger algoritmer til at konstruere og analysere forskellige egenskaber ved S-boxe, som er vigtige komponenter i en krypteringsalgoritme. Disse algoritmer hjælper med at skabe substitutionsbokse med fremragende kryptografiske egenskaber, lave hardwareomkostninger og høj nonlinearity, hvilket sikrer sikkerheden af data."
c226,Building performance modeling,"Researchers have been using algorithms to simulate and model various aspects of building performance. For example, algorithms based on the k-ε turbulence model and finite differences method have been used to study airflow and air exchange in buildings. Additionally, algorithms such as computational fluid dynamics (CFD) and the Modelica Buildings library have been integrated with energy simulation to predict thermal and energy performance. These algorithms help researchers understand and improve the design and operation of buildings for better comfort and energy efficiency.",Forskere har anvendt algoritmer til at simulere og modellere forskellige aspekter af bygningsperformance. For eksempel er algoritmer baseret på k-ε turbulensmodellen og finite differences metoden blevet brugt til at studere luftstrøm og luftudveksling i bygninger. Derudover er algoritmer såsom computational fluid dynamics (CFD) og Modelica Buildings biblioteket blevet integreret med energisimulering for at forudsige termisk og energiydelse. Disse algoritmer hjælper forskere med at forstå og forbedre designet og driften af bygninger for bedre komfort og energieffektivitet.
c1595,Reinforcement learning exploration,"Researchers are exploring the limitations of current reinforcement-learning systems and looking for promising directions for further research, with support from the National Science Foundation. They are also addressing central issues in reinforcement learning and investigating different flavors of reinforcement learning algorithms and their practical limitations. Additionally, they are studying the connections between reinforcement learning, neuroscience, and psychology to better understand how these systems work.","Forskere udforsker begrænsningerne ved nuværende forstærkningslæringssystemer og ser efter lovende retninger for yderligere forskning, med støtte fra National Science Foundation. De adresserer også centrale spørgsmål inden for forstærkningslæring og undersøger forskellige varianter af forstærkningslæringsalgoritmer og deres praktiske begrænsninger. Derudover studerer de forbindelserne mellem forstærkningslæring, neurovidenskab og psykologi for bedre at forstå, hvordan disse systemer fungerer."
c2246,Elevator optimization,"Researchers have been exploring the use of genetic algorithms and other algorithmic approaches to improve the control and efficiency of elevator group systems. These algorithms are being used to solve problems such as parameter tuning, optimal control, dispatching, and scheduling in real-time systems. By comparing the performance of genetic algorithms with traditional controller algorithms, researchers are finding ways to optimize elevator group control systems and improve their operational efficiency.","Forskere har undersøgt brugen af genetiske algoritmer og andre algoritmiske tilgange for at forbedre kontrol og effektivitet af elevatorgruppe-systemer. Disse algoritmer anvendes til at løse problemer som parameterjustering, optimal kontrol, dispatching og planlægning i realtidssystemer. Ved at sammenligne præstationen af genetiske algoritmer med traditionelle kontrolalgoritmer finder forskerne måder at optimere elevatorgruppe kontrolsystemer og forbedre deres driftsmæssige effektivitet."
c1696,Efficient Association Mining,"Researchers have been exploring various ways to improve the efficiency and privacy of mining association rules in distributed databases. They have proposed algorithms such as the DMA algorithm, a methodology to reduce communication costs, a privacy-preserving algorithm, and a binary coding mapping relation algorithm. These algorithms aim to make association rule mining more efficient, reduce communication overhead, prevent collusion, and minimize data leakage in distributed environments.","Forskere har undersøgt forskellige måder at forbedre effektiviteten og privatlivets fred ved mining af associationsregler i distribuerede databaser. De har foreslået algoritmer som DMA-algoritmen, en metode til at reducere kommunikationsomkostninger, en privatlivsbeskyttende algoritme og en binær kodningskortlægningsrelationsalgoritme. Disse algoritmer har til formål at gøre mining af associationsregler mere effektivt, reducere kommunikationsomkostninger, forhindre kolusion og minimere datalekkage i distribuerede miljøer."
c1995,Energy efficiency optimization,"Algorithms play a crucial role in addressing various research questions related to building energy consumption. They are used to accurately model energy use in large commercial buildings, analyze data from building performance simulations, investigate and address performance gaps in energy performance, develop calibrated energy models for building commissioning, predict energy savings from building retrofits, evaluate energy performance in non-domestic buildings, and more. These algorithms help researchers analyze data, make predictions, and optimize energy efficiency in buildings.","Algoritmer spiller en afgørende rolle i at tackle forskellige forskningsspørgsmål relateret til bygningers energiforbrug. De anvendes til præcist at modellere energiforbruget i store kommercielle bygninger, analysere data fra bygningens performance-simulationer, undersøge og adressere præstationskløfter i energiydelse, udvikle kalibrerede energimodeller til bygningens idriftsættelse, forudsige energieffektivitetsbesparelser fra bygningsovertagelser, evaluere energiydelsen i ikke-boligbygninger og mere. Disse algoritmer hjælper forskere med at analysere data, lave forudsigelser og optimere energieffektiviteten i bygninger."
c3667,Echocardiographic boundary tracking,"Researchers have developed algorithms that can accurately detect and track boundaries of the left ventricle in echocardiographic sequences. These algorithms use various techniques such as active contour models, deformable templates, and shape-space ideas to extract the boundaries with high precision. The algorithms also automate the process, reducing the need for manual intervention and saving time in analyzing cardiac structures.","Forskere har udviklet algoritmer, der præcist kan opdage og spore grænserne for venstre ventrikel i echokardiografiske sekvenser. Disse algoritmer bruger forskellige teknikker såsom aktive konturmodeller, deformérbare skabeloner og form-rumsidéer til at udtrække grænserne med høj præcision. Algoritmerne automatiserer også processen, hvilket reducerer behovet for manuel intervention og sparer tid i analysen af hjerte-strukturer."
c3076,Drug design automation,"Scientists have developed various computational tools and algorithms to aid in the design of new drugs. These algorithms, such as SMoG, CombiSMoG, and EAISFD, use different methods to rank potential compounds, combine scoring functions and growth algorithms, and combine de novo design with molecular docking for lead generation and optimization. These tools aim to automate and enhance the process of drug design, making it faster and more efficient.","Forskere har udviklet forskellige beregningsværktøjer og algoritmer til at hjælpe med designet af nye lægemidler. Disse algoritmer, såsom SMoG, CombiSMoG og EAISFD, bruger forskellige metoder til at rangere potentielle forbindelser, kombinere scoringsfunktioner og vækstalgoritmer samt kombinere de novo design med molekylær docking for ledningsgenerering og optimering. Disse værktøjer har til formål at automatisere og forbedre processen med lægemiddeldesign, hvilket gør den hurtigere og mere effektiv."
c3851,Algorithmic fisheries management,"Scientists have been using algorithms to address various research questions in fisheries management. These algorithms play an active role in tasks such as evaluating fish stock projections, assessing fishery abundance and mortality rates, optimizing catch quotas, constructing area stratifications, standardizing catch rates, estimating mortality rates, addressing model misspecification and data conflicts, optimizing data weighting, modeling selectivity, applying precautionary principles, fitting composition data, estimating fish weights, forecasting fish recruitment, evaluating stock assessment methods, implementing harvest rate strategies, and achieving risk equivalence in fisheries management. These algorithms are designed to improve the accuracy and efficiency of fisheries management practices.","Forskere har brugt algoritmer til at tackle forskellige forskningsspørgsmål inden for fiskeriforvaltning. Disse algoritmer spiller en aktiv rolle i opgaver som evaluering af fiskebestandprojektioner, vurdering af fiskeriabundans og dødelighedsrate, optimering af fangstkvoter, opbygning af områdestratifiseringer, standardisering af fangstrater, estimering af dødelighedsrater, håndtering af modelfejl og datakonflikter, optimering af data-vægtning, modellering af selektivitet, anvendelse af forsigtighedsprincipper, tilpasning af sammensætningsdata, estimering af fiskevægte, forudsigelse af fiske-rekruttering, evaluering af bestandsvurderingsmetoder, implementering af høsthusstrategier og opnåelse af risikoequivalens i fiskeriforvaltningen. Disse algoritmer er designet til at forbedre nøjagtigheden og effektiviteten af fiskeriforvaltningspraksis."
c279,Fractal image compression,"Researchers have been exploring ways to improve the speed and efficiency of fractal image encoding and compression. They have found that algorithms such as wavelet-based block classification, two-step matching approaches, and vector quantizer techniques can reduce computational complexity and encoding time. Other techniques, such as partial fractal mapping and combining fractal coding with other algorithms, have also been used to improve the encoding process. These advancements aim to decrease encoding time, reduce complexity, and improve the overall quality of compressed images.","Forskere har været i gang med at udforske måder at forbedre hastigheden og effektiviteten af fractal billedekodning og komprimering. De har fundet ud af, at algoritmer som wavelet-baseret blokklassifikation, to-trins matching tilgange og vektor kvantiserings teknikker kan reducere den beregningsmæssige kompleksitet og kodningstiden. Andre teknikker, såsom partial fractal mapping og kombinationen af fractal kodning med andre algoritmer, er også blevet brugt til at forbedre kodningsprocessen. Disse fremskridt har til formål at mindske kodningstiden, reducere kompleksiteten og forbedre den overordnede kvalitet af komprimerede billeder."
c3014,Evolutionary algorithms,"Scientists have been using algorithms to study various aspects of evolution and population dynamics. These algorithms help answer questions such as how harmful mutations lead to extinction, the role of natural selection in population dynamics, and how changing environments affect genetic adaptation. By using mathematical models and computational simulations, researchers are able to gain insights into these complex processes and better understand the mechanisms of evolution.","Forskere har brugt algoritmer til at studere forskellige aspekter af evolution og populationsdynamik. Disse algoritmer hjælper med at besvare spørgsmål såsom hvordan skadelige mutationer fører til udryddelse, rollen af naturlig selektion i populationsdynamik, og hvordan skiftende miljøer påvirker genetisk tilpasning. Ved at bruge matematiske modeller og computermodeller er forskere i stand til at få indsigt i disse komplekse processer og bedre forstå mekanismerne bag evolution."
c1640,Algorithmic Hedging Strategies,"Researchers have developed algorithms to address various research questions related to optimal hedging strategies and pricing algorithms for options in financial markets. These algorithms are used to determine the best strategies and model parameters, compute moments of hedging errors, and solve optimization problems. The findings suggest that these algorithmic approaches are superior to traditional methods and can help investors make more informed decisions while minimizing costs.","Forskere har udviklet algoritmer til at tackle forskellige forskningsspørgsmål relateret til optimale afdækningsstrategier og prissætningsalgoritmer for optioner på finansmarkederne. Disse algoritmer bruges til at bestemme de bedste strategier og modelparametre, beregne momenter af afdækningsfejl og løse optimeringsproblemer. Resultaterne antyder, at disse algoritmiske tilgange er overlegen i forhold til traditionelle metoder og kan hjælpe investorer med at træffe mere informerede beslutninger, samtidig med at omkostningerne minimeres."
c1916,Gas Hydrate Research,"Scientists have been studying gas hydrate systems to understand their limitations and develop tools for predicting equilibrium conditions and stability. They have also been exploring experimental techniques and data obtained from clathrate hydrate studies, and developing algorithms to calculate hydrate formation conditions. Additionally, researchers are working on incorporating new hydrate and aqueous phase models into multi-phase Gibbs energy minimization programs, and developing algorithms for multi-component-multiphase flash calculations in systems containing gas hydrates. These advancements will help improve our understanding of gas hydrates and their applications in areas like carbon capture and storage.","Forskere har undersøgt gas hydratsystemer for at forstå deres begrænsninger og udvikle værktøjer til at forudsige ligevægtsforhold og stabilitet. De har også udforsket eksperimentelle teknikker og data opnået fra clathrate hydratsundersøgelser samt udviklet algoritmer til at beregne hydratdannelsesforhold. Derudover arbejder forskere på at inkorporere nye hydrat- og vandfase-modeller i flerfasede Gibbs energiminimeringsprogrammer og udvikle algoritmer til multikomponent-multifase flashberegninger i systemer, der indeholder gas hydrater. Disse fremskridt vil hjælpe med at forbedre vores forståelse af gas hydrater og deres anvendelser inden for områder som carbonfangst og -lagring."
c2271,Crystal growth simulation,"Algorithms are being used to simulate and study various aspects of crystal growth, such as the applications and limitations of different simulation methods, the effects of repulsive interactions on nucleation and growth, and the behavior of strained heteroepitaxial growth. These algorithms, such as kinetic Monte Carlo and molecular dynamics simulations, are helping researchers understand the mechanisms behind crystal growth and deposition processes, and are being used to reproduce experimental observations and theoretical knowledge. By efficiently simulating these processes, algorithms are contributing to the advancement of materials science and nanotechnology.","Algoritmer anvendes til at simulere og studere forskellige aspekter af krystalvækst, såsom anvendelserne og begrænsningerne af forskellige simulationsmetoder, effekterne af frastødende interaktioner på nukleation og vækst, samt adfærden ved strakt heteroepitaxial vækst. Disse algoritmer, såsom kinetic Monte Carlo og molecular dynamics simulations, hjælper forskere med at forstå mekanismerne bag krystalvækst og afsætningsprocesser, og de anvendes til at reproducere eksperimentelle observationer og teoretisk viden. Ved effektivt at simulere disse processer bidrager algoritmer til fremskridt inden for materialeforskning og nanoteknologi."
c2673,Incontinence management,"Researchers have investigated various aspects of urinary incontinence management, including findings, recommendations, guidelines, and treatment approaches. The algorithms used in these studies are developed by organizations such as the U.S. Department of Health and Human Services, the International Consultation of Incontinence (ICI) guidelines, the Canadian Urological Association, and the European Association of Urology (EAU). However, some research questions do not specify the agency of the algorithms used.","Forskere har undersøgt forskellige aspekter af håndtering af urininkontinens, herunder fund, anbefalinger, retningslinjer og behandlingsmetoder. De algoritmer, der anvendes i disse studier, er udviklet af organisationer såsom U.S. Department of Health and Human Services, International Consultation of Incontinence (ICI) retningslinjerne, Canadian Urological Association og European Association of Urology (EAU). Dog angiver nogle forskningsspørgsmål ikke, hvilken institution der står bag de anvendte algoritmer."
c1403,Lattice Gauge Algorithms,"Algorithms are being used to study various aspects of lattice gauge theories, such as critical slowing-down, deconfinement transition, phase transitions, chiral order parameters, topological aspects, and more. These algorithms are employed to simulate, analyze, and calculate different properties and observables in these theories. By utilizing algorithms, researchers are able to gain insights into the behavior and dynamics of these complex systems.","Algoritmer bliver brugt til at studere forskellige aspekter af lattice gauge teorier, såsom kritisk langsomhed, dekonfineringsovergang, faseovergange, chirale ordensparametre, topologiske aspekter og mere. Disse algoritmer anvendes til at simulere, analysere og beregne forskellige egenskaber og observabler i disse teorier. Ved at anvende algoritmer er forskere i stand til at få indsigt i adfærden og dynamikken i disse komplekse systemer."
c40,Deblurring breakthrough,"Blind deconvolution algorithms are being studied to improve the quality of blurred images. These algorithms, such as least squares minimization and direct noniterative methods, aim to reconstruct the original image by removing the blurring effects. Other approaches, like regularized structured total least norm algorithms and variational approximation, are also being explored to address blind deconvolution. These algorithms use mathematical techniques and optimization methods to enhance the deblurring process and obtain clearer images.","Blind dekonvolutionsalgoritmer studeres for at forbedre kvaliteten af slørede billeder. Disse algoritmer, såsom mindst kvadraters minimisering og direkte ikke-iterative metoder, har til formål at rekonstruere det oprindelige billede ved at fjerne sløredeffekterne. Andre tilgange, som regulariserede strukturerede totale mindst norm-algoritmer og variational approximation, undersøges også for at tackle blind dekonvolution. Disse algoritmer bruger matematiske teknikker og optimeringsmetoder til at forbedre deblurringsprocessen og opnå klarere billeder."
c2618,Efficient Algorithms for Simulation,"Researchers have been investigating various algorithms to address different research questions in the field of queueing networks and simulation. These algorithms, such as the LRE-algorithm III and importance sampling, are being used to control simulation run time, improve sensitivity estimation, estimate probabilities of overflow, simulate heavy-tailed processes, estimate tail probabilities, and estimate rare event probabilities. The development of these algorithms aims to achieve efficient and accurate estimation of performance measures and rare event probabilities in queueing networks.","Forskere har undersøgt forskellige algoritmer for at adressere forskellige forskningsspørgsmål inden for området for kølingsnetværk og simulering. Disse algoritmer, såsom LRE-algorithm III og importance sampling, bruges til at kontrollere simuleringens kørselstid, forbedre følsomhedsvurdering, estimere sandsynligheder for overbelastning, simulere tungt haleprocesser, estimere hale-sandsynligheder og estimere sandsynligheder for sjældne hændelser. Udviklingen af disse algoritmer sigter mod at opnå effektiv og præcis vurdering af præstationsmål og sandsynligheder for sjældne hændelser i kølingsnetværk."
c357,Scheduling Algorithms Optimization,"Researchers have been investigating various algorithms to solve different types of single machine scheduling problems. These algorithms aim to minimize penalties, resource consumption, makespan, earliness, tardiness, and other factors. The research focuses on developing heuristic and polynomial algorithms that can generate optimal solutions for these scheduling problems.","Forskere har undersøgt forskellige algoritmer til at løse forskellige typer af planlægningsproblemer for enkeltmaskiner. Disse algoritmer har til formål at minimere sanktioner, ressourceforbrug, makespan, tidlighed, forsinkelse og andre faktorer. Forskningen fokuserer på at udvikle heuristiske og polynomielle algoritmer, der kan generere optimale løsninger til disse planlægningsproblemer."
c3083,Timing Performance Optimization,"Researchers have developed algorithms that can optimize the timing and performance of electronic circuits by adjusting the size and placement of wires and buffers. These algorithms are able to minimize costs while meeting specific timing constraints. They can also optimize for factors such as noise, delay, and power consumption, and take into account variations in the manufacturing process. By using these algorithms, engineers can design circuits that operate more efficiently and reliably.","Forskere har udviklet algoritmer, der kan optimere timingen og ydeevnen af elektroniske kredsløb ved at justere størrelsen og placeringen af ledninger og buffere. Disse algoritmer er i stand til at minimere omkostningerne, samtidig med at de overholder specifikke timingbegrænsninger. De kan også optimere for faktorer som støj, forsinkelse og energiforbrug og tage højde for variationer i fremstillingsprocessen. Ved at bruge disse algoritmer kan ingeniører designe kredsløb, der fungerer mere effektivt og pålideligt."
c2309,Network analytics,"Researchers are using algorithms to answer various questions about network performance and monitoring. These algorithms are able to estimate traffic intensities, infer packet losses, determine scalability, and estimate delay distributions, among other things. By applying statistical theory and algorithms, researchers are able to analyze network data and make valuable insights about network structure and performance.","Forskere bruger algoritmer til at besvare forskellige spørgsmål om netværksydelse og overvågning. Disse algoritmer er i stand til at estimere trafikintensiteter, udlede pakkedeserter, bestemme skalerbarhed og estimere forsinkelsesfordelinger, blandt andet. Ved at anvende statistisk teori og algoritmer er forskerne i stand til at analysere netværksdata og give værdifulde indsigter om netværksstruktur og -ydelse."
c2252,Improved Parathyroid Localization,"Researchers have been investigating the use of different imaging techniques to improve the localization of parathyroid adenomas and hyperplastic parathyroids in patients with primary hyperparathyroidism. These studies have found that algorithms, such as change detection and iterative reconstruction algorithms, can optimize the accuracy and image quality of these imaging procedures. Additionally, algorithms used in SPECT-CT and subtraction SPECT/CT have been shown to improve the detection and localization of hyperfunctioning parathyroid glands.","Forskere har undersøgt brugen af forskellige billeddannelsesteknikker for at forbedre lokalisationen af parathyroid adenomer og hyperplastiske parathyroider hos patienter med primær hyperparathyroidisme. Disse studier har fundet, at algoritmer, såsom change detection og iterative reconstruction algorithms, kan optimere nøjagtigheden og billedkvaliteten af disse billeddannelsesprocedurer. Derudover er algoritmer, der anvendes i SPECT-CT og subtraction SPECT/CT, blevet vist at forbedre påvisningen og lokalisationen af hyperfunktionelle parathyroidekirtler."
c655,Chinese word segmentation,"Researchers have been exploring various algorithms to improve the accuracy of Chinese word segmentation, resolve word boundary ambiguity, and extract unknown words from Chinese text. These algorithms include statistical learning approaches, unsupervised methods, iterative methods, self-supervised word segmentation techniques, and language situation-based algorithms. Additionally, researchers have been using web data mining, incorporating web search technology, and developing domain-specific approaches to tackle challenges in Chinese word segmentation. These advancements aim to enhance the performance of algorithms in language processing and information retrieval tasks.","Forskere har udforsket forskellige algoritmer for at forbedre nøjagtigheden af kinesisk ordsegmentering, løse ordgrænseambiguitet og udtrække ukendte ord fra kinesisk tekst. Disse algoritmer omfatter statistiske læringsmetoder, usupervised metoder, iterative metoder, self-supervised ordsegmenteringsteknikker og sprog-situation-baserede algoritmer. Derudover har forskere anvendt web data mining, inkorporeret web søgeteknologi og udviklet domænespecifikke tilgange for at tackle udfordringer i kinesisk ordsegmentering. Disse fremskridt har til formål at forbedre algoritmers ydeevne inden for sprogbehandling og informationsretrieval opgaver."
c3481,Acoustic discharge detection,"Researchers have been exploring the use of computer algorithms to locate partial discharges in power transformers. These algorithms analyze acoustic signals and determine the arrival times of the signals to pinpoint the source of the discharges. By improving the accuracy and efficiency of arrival time detection, these algorithms can help identify and address potential issues in power transformers.",Forskere har undersøgt brugen af computeralgoritmer til at lokalisere delvise udladninger i transformationstransformatorer. Disse algoritmer analyserer akustiske signaler og bestemmer ankomsttiderne for signalerne for at finde kilden til udladningerne. Ved at forbedre nøjagtigheden og effektiviteten af ankomsttidsdetektion kan disse algoritmer hjælpe med at identificere og tackle potentielle problemer i transformationstransformatorer.
c2549,Concurrency Verification,"Researchers are exploring various ways to extend and improve algorithms for model checking and verifying concurrent software. They are using event structures, flexible infrastructures, frameworks, and different approaches to reason about nonblocking concurrency. These algorithms can help in understanding the design of concurrent programs, verifying safety properties, proving linearizability, checking probabilistic noninterference, and more. Overall, these advancements aim to enhance the efficiency and effectiveness of algorithms in analyzing and ensuring the correctness of concurrent systems.","Forskere undersøger forskellige måder at udvide og forbedre algoritmer til model checking og verifikation af samtidige software. De bruger event structures, fleksible infrastrukturer, frameworks og forskellige tilgange til at ræsonnere om nonblocking concurrency. Disse algoritmer kan hjælpe med at forstå designet af samtidige programmer, verificere sikkerhedsegenskaber, bevise linearizability, kontrollere probabilistic noninterference og mere. Samlet set har disse fremskridt til formål at forbedre effektiviteten og effektiviteten af algoritmer i analysen og sikringen af korrektheden af samtidige systemer."
c896,Shape Optimization Algorithms,"Researchers are exploring the role of shape optimization in computational fluid dynamics. They are using algorithms to solve optimization problems related to fluid flow, such as minimizing dissipated energy and deriving shape gradients. These algorithms are helping to improve the design and stability of fluid flow fields.","Forskerne undersøger rollen af formoptimering i computational fluid dynamics. De bruger algoritmer til at løse optimeringsproblemer relateret til væskestrøm, såsom at minimere dissiperet energi og udlede formgradienter. Disse algoritmer hjælper med at forbedre designet og stabiliteten af væskestrømsfelter."
c4128,Scattering algorithms,"Scientists have developed various algorithms to solve complex problems in the field of electromagnetic and acoustic scattering. These algorithms are used to reconstruct the shape and impedance of obstacles, solve direct and inverse scattering problems, and determine the support and shape of obstacles from scattered field measurements. The algorithms employ techniques such as the Herglotz function method, shape deformation, Helmholtz's equations, linear Fredholm integral equations, regularization algorithms, linear sampling method, stationary waves, orthogonality sampling algorithm, least-squares method, recursive linearization algorithm, iteratively regularized Gauß-Newton method, transformed field expansion, nonlinear correction algorithm, factorization method, Improved Maximum Product Criterion, Kirsch-Kress method, system of nonlinear boundary integral equations, iteratively regularized Newton-type method, accelerated level-set method, and hybrid methods. These algorithms play a crucial role in advancing our understanding of scattering phenomena and have practical applications in fields such as acoustics and elasticity.","Forskere har udviklet forskellige algoritmer til at løse komplekse problemer inden for elektromagnetisk og akustisk spredning. Disse algoritmer bruges til at rekonstruere formen og impedansen af hindringer, løse direkte og inverse scatteringsproblemer samt bestemme understøttelsen og formen af hindringer ud fra målinger af det spredte felt. Algoritmerne anvender teknikker såsom Herglotz-funktionsmetoden, formdeformation, Helmholtz's ligninger, lineære Fredholm-integralligninger, regulariseringsalgoritmer, lineær samplingmetode, stationære bølger, ortogonalitetssamplingalgoritme, mindsteforholdmetode, rekursiv linearisering, iterativt regulariseret Gauß-Newton-metode, transformeret felteksplosion, ikke-lineær korrektionalgoritme, faktorisationsmetode, Improved Maximum Product Criterion, Kirsch-Kress-metode, system af ikke-lineære grænseintegralligninger, iterativt regulariseret Newton-type metode, accelereret level-set metode og hybride metoder. Disse algoritmer spiller en afgørende rolle i at fremme vores forståelse af spredningsfænomener og har praktiske anvendelser inden for områder som akustik og elasticitet."
c1383,Adaptive Stochastic Algorithms,"Researchers have been exploring various questions related to the use of algorithms in solving stochastic differential equations. These questions include how to express stationary averages, modify numerical methods, develop adaptive time stepping algorithms, construct boundary preserving semianalytic numerical algorithms, and approximate the solution of stochastic differential equations using continuous weak approximation. The research aims to improve the efficiency, convergence, stability, and accuracy of algorithms used in solving these equations.","Forskere har undersøgt forskellige spørgsmål relateret til brugen af algoritmer i løsningen af stokastiske differentialligninger. Disse spørgsmål omfatter, hvordan man kan udtrykke stationære gennemsnit, modificere numeriske metoder, udvikle adaptive tidsafsnitsalgoritmer, konstruere grænsebevarende semianalytiske numeriske algoritmer og tilnærme løsningen af stokastiske differentialligninger ved hjælp af kontinuerlig svag tilnærmelse. Forskningen har til formål at forbedre effektiviteten, konvergensen, stabiliteten og nøjagtigheden af algoritmer, der anvendes til at løse disse ligninger."
